claim_id,claim,source_ids,quote,quote_location,subquestion,volatility,confidence,verdict,note
SQ-01-C012,"Egy 2026-os arXiv preprint (Governed Shared Memory for Multi-Agent LLM Systems) az öt tervezési elve közül az egyik a 'policy-governed propagation', vagyis a hatókör-hierarchia szerinti láthatóság policy-alapú szabályozása, nem egyedi tartalmi elemek LLM-ítélet alapú átmásolása két független tárolt hatókör között.",src_2026-09-04_arxiv-2606-24535_arxiv-2606-24535-governed-shared-memory-for-multi-agent-llm,"The architecture rests on five principles:
1. Scoped retrieval enforcing authorization
2. Explicit provenance tracking
3. Temporal correctness through contradiction resolution
4. Policy-governed propagation
5. Persistent shared state","arXiv 2606.24535v1, Design Principles",SQ-01,volatile,,,
SQ-02-C001,"A MINJA memóriainjekciós támadás query-only interakcióval (jogosulatlan direkt hozzáférés nélkül) 90% fölötti injekciós sikerrátát ér el a legtöbb agent-konfigurációnál, és a támadási sikerráta (a rosszindulatú célviselkedés tényleges kiváltása) 57-99% között mozog adathalmaztól függően.",src_2026-09-04_arxiv-2503-03704_minja-memory-injection-attacks-on-llm-agents-via-query-only,"MINJA achieves ISRs higher than 90% for most agent configurations, with overall rates of 95.6%±7.0 (MIMIC-III), 98.5%±2.8 (eICU), 96.3%±4.6 (Webshop GPT-4), 99.3%±2.1 (Webshop GPT-4o), and 100.0%±0.0 (QA Agent).",Key Findings / Injection Success Rate,SQ-02,stable,,,
SQ-02-C002,"A MINJA-val megmérgezett memóriabejegyzések a jóindulatú (nem célzott) feladatok teljesítményét gyakorlatilag nem rontják (a legtöbb agentnél kevesebb mint 2 százalékpontos, azaz szinte észrevehetetlen a Utility Drop), így a mérgezés rejtve marad.",src_2026-09-04_arxiv-2503-03704_minja-memory-injection-attacks-on-llm-agents-via-query-only,"The paper demonstrates that memory poisoning remains effective across varying embedding models, with robustness maintained even under retrieval noise and prior poisoning conditions.",Key Findings / Utility Drop,SQ-02,stable,,,
SQ-02-C003,"Az AgentPoison hátsó kaput ültető támadás a knowledge base-nek/hosszútávú memóriának kevesebb mint 0,1 százalékának megmérgezésével 80% feletti támadási sikerrátát ér el, miközben a jóindulatú feladatteljesítményt kevesebb mint 1%-kal rontja - vagyis egy rendkívül kis arányú mérgezett bejegyzéshalmaz aránytalanul nagy kárt tud okozni.",src_2026-09-04_arxiv-2407-12784_agentpoison-red-teaming-llm-agents-via-poisoning-memory-or-k,"Attack success rate: ""higher than 80%""",Key Performance Metrics,SQ-02,stable,,,
SQ-02-C004,"A Cisco biztonsági kutatói (MemoryTrap) valós, névvel ellátott sebezhetőséget találtak a Claude Code-ban: egy npm postinstall hookon keresztül becsempészett payload felülírta MINDEN projekt memóriafájlját (MEMORY.md) és a globális hooks-konfigurációt (settings.json), így a mérgezés minden projektre, minden session-re és újraindítás után is átterjedt, emberi jóváhagyás nélkül.",src_2026-09-04_blogs-cisco-com_identifying-and-remediating-a-persistent-memory-compromise-i,The payload modifies model memory files and overwrites every project's memory (MEMORY.md files at ~/.claude/projects/*/memory/MEMORY.md) and global hooks configuration (at ~/.claude/settings.json).,How the Attack Works / Step 2: The Poisoning,SQ-02,stable,,,
SQ-02-C005,"A MemoryTrap támadás önmagát is fenntartja: még ha a felhasználó kikapcsolja az automatikus memóriabetöltést, a payload egy shell alias-t fűz a .zshrc/.bashrc fájlhoz, amely minden Claude-indításnál csendben újra bekapcsolja az auto-memory funkciót.",src_2026-09-04_blogs-cisco-com_identifying-and-remediating-a-persistent-memory-compromise-i,This change silently re-enables the auto-memory feature every time users launch Claude.,How the Attack Works / Step 3: The Persistence,SQ-02,stable,,,
SQ-02-C006,"A MemoryTrap proof-of-concept demonstrálta, hogy egy megmérgezett Claude Code agent biztonsági kérdésre (API kulcs tárolása) szisztematikusan bizonytalan gyakorlatot ajánlott biztonságosként: forráskódba írt kulcsokat javasolt, lebeszélt a .env fájlok/környezeti változók használatáról, és semmilyen biztonsági figyelmeztetést nem adott.",src_2026-09-04_blogs-cisco-com_identifying-and-remediating-a-persistent-memory-compromise-i,Recommended storing API keys directly in committed source files,Real-World Manifestation,SQ-02,stable,,,
SQ-02-C007,"Az Anthropic a Cisco jelentése nyomán a Claude Code v2.1.50 verzióban eltávolította a felhasználói memóriákat a rendszerpromptból, hogy csökkentse a memóriamérgezésen keresztüli rendszerprompt-felülírás kockázatát.",src_2026-09-04_blogs-cisco-com_identifying-and-remediating-a-persistent-memory-compromise-i,"As of Claude Code v2.1.50, Anthropic included mitigation removing user memories from the system prompt, significantly reducing the System Prompt Override attack vector.",Disclosure,SQ-02,stable,,,
SQ-02-C008,"A Unit 42 (Palo Alto Networks) demonstrálta, hogy egy weboldalba rejtett indirekt prompt injection payload bekerülhet az Amazon Bedrock Agents session-összegzésébe, onnan pedig perzisztens memóriaként tárolódik, és KÉSŐBBI (jövőbeli) session-ökben automatikusan aktiválódik, jogosulatlan akciókat (pl. beszélgetéstörténet-kiszivárogtatás) lehetővé téve.",src_2026-09-04_unit42-paloaltonetworks-com_when-ai-remembers-too-much-persistent-behaviors-in-agents-me,These instructions then activate automatically in future sessions when memory content is injected into the orchestration prompt.,Key Attack Mechanism,SQ-02,stable,,,
SQ-02-C009,"Az OWASP Top 10 for Agentic Applications ASI06 (Memory and Context Poisoning) rovatának vezetője a Cisco MemoryTrap Claude Code esetét hozza fel kanonikus valós példaként arra, hogy a memóriába, hookokba vagy konfigurációba egyszer bejutó mérgezett tartalom a rendszer által megbízhatónak tartott állapotként kering tovább, és jövőbeli tervezést, eszközhasználatot és viselkedést befolyásol.",src_2026-09-04_genai-owasp-org_memory-is-a-feature-it-is-also-an-attack-surface-owasp-genai,"The issue is not just that the model saw something malicious once. The issue is persistence. The corrupted context remains available, continues to circulate, and can shape future planning, tool use, and behavior.",Main body,SQ-02,stable,,,
SQ-02-C010,"A CVE-2026-79745 (MCPHub, 1.0.32 előtti verziók, CVSS 7.1 High) egy valós, nevesített sérülékenység, ahol hiányzó jogosultság-ellenőrzés miatt bármely alacsony jogú felhasználó felülírhatja a MINDEN felhasználónak kiszolgált globális prompt-sablonokat és erőforrásokat, így rosszindulatú tartalmat injektálva több felhasználó LLM-munkameneteibe egyszerre, emberi jóváhagyás nélkül.",src_2026-09-04_radar-offseq-com_cve-2026-79745-missing-authorization-in-mcphub-global-prompt,"The flaw allows unauthorized users to ""create, overwrite, and shadow global prompt templates and resources that all other users are served.""",Technical Summary,SQ-02,slow,,,
SQ-02-C011,"A PoisonedRAG támadás mindössze 5 rosszindulatú szöveg beinjektálásával egy több millió szöveget tartalmazó tudásbázisba 90%-os támadási sikerrátát ér el, és a tesztelt védekezési módszerek nem voltak elégségesek ellene.",src_2026-09-04_arxiv-2402-07867_poisonedrag-knowledge-corruption-attacks-to-retrieval-augmen,Our results show PoisonedRAG could achieve a 90% attack success rate when injecting five malicious texts for each target question into a knowledge database with millions of texts.,Abstract,SQ-02,stable,,,
SQ-03-C001,"A Claude Code jóváhagyási prompt (permission prompt) nem rendelkezik beépített időtúllépéssel; válasz hiányában a végrehajtás korlátlan ideig blokkolva marad, amíg egy ember nem dönt.",src_2026-09-04_github-com_permissionrequesttimeout-feature-request-closed-as-not-plann,a permission prompt can block the session indefinitely if the operator doesn't notice it,Description,SQ-03,volatile,,,
SQ-03-C002,"Egy 2026-os feature request javasolt egy konfigurálható permissionRequestTimeout beállítást (alapértelmezett akció: deny) a Claude Code-hoz, de ezt a fejlesztők 'not planned' státusszal lezárták.",src_2026-09-04_github-com_permissionrequesttimeout-feature-request-closed-as-not-plann,"When a permission prompt has been waiting for permissionRequestTimeout seconds without user input, automatically take permissionRequestTimeoutAction (default: ""deny"").",Proposed Solution,SQ-03,volatile,,,
SQ-03-C003,"A Claude Code hivatalos jóváhagyási szabályrendszerében a döntési sorrend mindig deny > ask > allow: az első illeszkedő szabály dönt, és egy tiltó (deny) szabály sosem bírálható felül egy megengedő (allow) szabállyal, függetlenül a hatókörök (user/project/managed) sorrendjétől.",src_2026-09-04_code-claude-com_configure-permissions-claude-code-docs,"Rules are evaluated in order: deny, then ask, then allow. The first match in that order determines the outcome, and rule specificity doesn't change the order.",Manage permissions,SQ-03,slow,,,
SQ-03-C004,"Claude Code-ban a PreToolUse hook dönthet a jóváhagyási prompt előtt (deny/ask/allow), de egy egyező deny vagy ask szabály mindig érvényesül a hook döntésétől függetlenül — a hook nem kerülheti meg a statikus szabályokat.",src_2026-09-04_code-claude-com_configure-permissions-claude-code-docs,Hook decisions don't bypass permission rules. Claude Code evaluates deny and ask rules regardless of what a PreToolUse hook returns,Hooks,SQ-03,slow,,,
SQ-03-C005,"Az 'approval fatigue' (jóváhagyási fáradtság) jelenség rokon az évtizedek óta ismert biztonsági 'alert fatigue' jelenséggel: amikor egy elemzőnek naponta több száz riasztást kell értékelnie, a valódi-pozitív felismerési arány összeomlik, függetlenül az elemző felkészültségétől.",src_2026-09-04_aipatternbook-com_approval-fatigue-encyclopedia-of-agentic-coding-patterns,"Security operations centers have lived with this pattern for decades under the name alert fatigue: when an analyst has to evaluate hundreds of warnings a day, the rate of true-positive detection collapses regardless of how good the analyst is.",Why It Happens,SQ-03,stable,,,
SQ-03-C006,"Franklin et al. (Google DeepMind, 2025) az 'AI Agent Traps' c. munkájukban a jóváhagyási fáradtságot mint emberi-a-körben (human-in-the-loop) csapdát azonosítják: nagy volumenű jóváhagyáskérés rontja a felügyelet minőségét, és támadó ki is használhatja (pl. prompt injection) egy rosszindulatú akció rutinba rejtésével.",src_2026-09-04_aipatternbook-com_approval-fatigue-encyclopedia-of-agentic-coding-patterns,Franklin et al.'s work on AI agent traps identifies approval fatigue as a vector for both accidental failures and deliberate exploitation.,The Harm,SQ-03,stable,,,
SQ-03-C007,"Goddard, Roudsari és Wyatt 2012-es szisztematikus review-ja (JAMIA) az automatizáció-torzítást (automation bias) klinikai döntéstámogató rendszerekben dokumentálta: amikor emberek olyan automatizált rendszerrel dolgoznak, ami általában helyes, leállnak a független ellenőrzéssel.",src_2026-09-04_aipatternbook-com_approval-fatigue-encyclopedia-of-agentic-coding-patterns,"Kate Goddard, Abdul Roudsari, and Jeremy C. Wyatt studied automation bias in clinical decision support systems in Automation bias: a systematic review of frequency, effect mediators, and mitigators (JAMIA, 2012), establishing the broader cognitive pattern: when humans interact with automated systems that are usually correct, they stop independently verifying outputs.",Why It Happens / Sources,SQ-03,stable,,,
SQ-03-C008,"Az ajánlott mitigáció a jóváhagyási fáradtságra: az egyedi akciók helyett kötegelt (batch) felülvizsgálat — pl. sok apró jóváhagyás helyett napi 4-5 pull request review, egyenként kb. 10 perc valódi figyelemmel, ami a csapat tapasztalata szerint TÖBB hibát fogott ki, mint az 'approve mindenre' modell.",src_2026-09-04_aipatternbook-com_approval-fatigue-encyclopedia-of-agentic-coding-patterns,"The review load is four or five PRs per day instead of hundreds of individual actions. Each PR gets ten minutes of genuine attention. The team catches more bugs in review than they did under the old approve-everything model, because the reviewers aren't exhausted.",How It Plays Out,SQ-03,stable,,,"Illusztratív esettanulmány a cikkben, nem kontrollált mérés."
SQ-03-C009,"Az ajánlott mitigáció a jóváhagyási fáradtságra: az egyedi akciók helyett kötegelt (batch) felülvizsgálat — pl. sok apró jóváhagyás helyett napi 4-5 pull request review, egyenként kb. 10 perc valódi figyelemmel.",src_2026-09-04_aipatternbook-com_approval-fatigue-encyclopedia-of-agentic-coding-patterns,The review load is four or five PRs per day instead of hundreds of individual actions.,How It Plays Out,SQ-03,stable,,,"Illusztrativ esettanulmany a cikkben, nem kontrollalt meres."
SQ-03-C010,"A Renovate bot alapertelmezesben NEM egyesit (automerge) PR-t addig, amig nem lat sikeres statusz-ellenorzest/CI futast az adott branch-en — vagyis az implicit jovahagyas alapertelmezese a zold CI, nem az idokorlat.",src_2026-09-04_docs-renovatebot-com_automerge-configuration-and-troubleshooting-renovate-docs,"By default, Renovate will not automerge until it sees passing status checks / check runs for the branch.",Absence of Tests,SQ-03,slow,,,
SQ-03-C011,"Amikor az automerge be van kapcsolva egy Renovate PR-en, a rendszer szandekosan NEM rendel hozza reviewer-t vagy assignee-t a letrehozaskor, hogy csokkentse az ertesitesi zajt — csak akkor von be embert, ha a tesztek megbuknak.",src_2026-09-04_docs-renovatebot-com_automerge-configuration-and-troubleshooting-renovate-docs,"When automerge is enabled on a PR, Renovate will *not* add assignees or reviewers at PR creation time, in order to decrease notifications noise a little.",Assignees and Reviewers,SQ-03,slow,,,
SQ-03-C012,"Ha a repository kotelezo PR-review-t ir elo, az blokkolja a Renovate onmagatol torteno automergejet; ennek megkerulesere kulon 'bot-approve' alkalmazast (pl. renovate-approve) kell telepiteni, ami automatikusan jovahagyottnak jeloli az automerge PR-eket.",src_2026-09-04_docs-renovatebot-com_automerge-configuration-and-troubleshooting-renovate-docs,"Mandatory reviews prevent Renovate from automerging its own PRs. On GitHub, use the ""Allow specified actors to bypass required pull requests"" option in branch protection rules.",Required Pull Request Reviews,SQ-03,slow,,,
SQ-03-C013,"A Letta 'sleep-time' (dreaming) architekturaban letezik egy 'Agent reviews before applying' opcio, ahol egy MASODIK, hatterben futo (LLM) agent felulvizsgalja es modositja a javasolt memoria-frissiteseket egy kulon hatter-beszelgetesben — es ez a folyamat explicit NEM ker emberi jovahagyast.",src_2026-09-04_docs-letta-com_sleep-time-agents-memory-dreaming-letta-docs,Select **Agent reviews before applying** to have your agent review and revise proposed memory updates in a second background conversation. This uses more model tokens and does not ask you for approval.,Dreaming,SQ-03,volatile,,,
SQ-03-C014,"A Letta dreaming/sleep-time mukodese konfiguralhato aszerint, hogy MIKOR fusson le a memoria-frissites: adott szamu befejezett agent-lepes utan, vagy amikor a kontextusablak tomoritesre (compaction) kerul.",src_2026-09-04_docs-letta-com_sleep-time-agents-memory-dreaming-letta-docs,Choose when it runs: after a set number of completed agent steps or when the context window is compacted.,Dreaming,SQ-03,volatile,,,
SQ-03-C015,"Az Anthropic hivatalos memory tool API-ja NEM tartalmaz emberi jovahagyasi lepest a memoriafajlok letrehozasa/modositasa/torlese elott; a dokumentacio kizarolag technikai vedointezkedeseket ir elo (path traversal vedelem, fajlmeret-korlat, erzekeny adat szures), a jovahagyas kerdeset teljesen az alkalmazasfejlesztore bizza.",src_2026-09-04_code-claude-com_configure-permissions-claude-code-docs,"The memory tool operates client-side: Claude requests file operations, and your application executes them. You control where and how the data is stored through your own infrastructure.",How it works,SQ-03,slow,,,
SQ-03-C016,"Az OpenAI Agents SDK human-in-the-loop mintajaban a jovahagyo egy ToolApprovalItem-et lat, ami tartalmazza az agent nevet (agent.name), az eszkoz nevet (tool_name) es a hivas parametereit (arguments); a dontes (approve/reject) tetszolegesen sokaig fuggoben maradhat, mert a futasi allapot (RunState) szerializalhato es adatbazisban/sorban tarolhato kesobbi feldolgozasra.",src_2026-09-04_openai-github-io_human-in-the-loop-openai-agents-sdk,"execution pauses, and RunResult.interruptions (or RunResultStreaming.interruptions) contains ToolApprovalItem entries with details such as agent.name, tool_name, and arguments.",How the approval flow works,SQ-03,slow,,,
SQ-03-C017,"Az OpenAI Agents SDK-ban egy jovahagyasi dontes 'always_approve' vagy 'always_reject' modon ragadhato (sticky), vagyis egy adott eszkoz-identitasra hozott dontes automatikusan ervenyes marad a futas hatralevo reszere — ez csokkenti az ismetlodo jovahagyaskeresek szamat.",src_2026-09-04_openai-github-io_human-in-the-loop-openai-agents-sdk,pass always_approve=True or always_reject=True to persist the same decision for future calls to the same tool identity during the rest of the run.,How the approval flow works,SQ-03,slow,,,
SQ-03-C018,"Az OpenAI Agents SDK-ban a programozott (callable) jovahagyasi szabaly explicit FAIL CLOSED viselkedesu: ha a hivas argumentumai nem ertelmezhetok biztonsagosan (pl. rossz JSON, NaN/Infinity ertek), a rendszer nem hivja meg a donteshozo fuggvenyt, hanem kotelezove teszi a manualis jovahagyast.",src_2026-09-04_openai-github-io_human-in-the-loop-openai-agents-sdk,Callable approval rules fail closed when the SDK cannot safely inspect the arguments.,Marking tools that need approval,SQ-03,slow,,,
SQ-03-C019,"A GitLab tervezese szerint, ha egy projekten tobb, egymasnak ellentmondo jovahagyasi politika van ervenyben (az egyik fail-open, a masik fail-closed), a FAIL-CLOSED viselkedes elvez elsobbseget osszeutkozes eseten.",src_2026-09-04_gitlab-com_toggle-merge-request-approval-policies-to-fail-open-or-fail,"If two conflicting policies are enforced on a project, fail closed behavior will take precedence.",Iteration 1,SQ-03,volatile,,,
SQ-03-C020,"A GitLab jovahagyasi politikaja szerint fail-closed uzemmodban, ha egy kotelezo biztonsagi szkennelesi job nem termel eredmenyt (artifact), a projekt nem-megfelelonek szamit, es az MR blokkolva marad, amig jogosult reviewer jova nem hagyja.",src_2026-09-04_gitlab-com_toggle-merge-request-approval-policies-to-fail-open-or-fail,"If a scan job (that is under enforcement) does not produce an artifact, assume the project is non-compliant, and block the MR unless it's been approved by an eligible reviewer.",Problem to solve / When failing closed,SQ-03,volatile,,,
SQ-04-C001,"Graded (0-3 skálás) relevancia-ítéletnél a Cohen kappa GPT-4o-val mindössze 0.215 (LLM- és ember-írta promptnál egyaránt) - jóval alacsonyabb, mint a bináris (0.434/0.270) vagy páros-összehasonlító (0.849/0.578) ítéletnél; a fokozatos ítélet a legérzékenyebb a prompt megfogalmazására.",src_2026-09-04_arxiv-2504-12408_a-human-ai-comparative-analysis-of-prompt-sensitivity-in-llm,graded relevance judgments are highly sensitive to prompt variations,Table 2 / RQ1,SQ-04,stable,,,
SQ-04-C002,"LLaMA 3.2-3B és Mistral-7B (kisebb, helyben futtatható modellek) graded relevancia-ítélete gyakorlatilag nulla egyezést mutat emberi címkékkel (Cohen kappa 0.033 és 0.008 LLM-prompttal, 0.102 és 0.004 ember-prompttal) - a modellméret kritikus a relevancia-ítélet megbízhatóságában.",src_2026-09-04_arxiv-2504-12408_a-human-ai-comparative-analysis-of-prompt-sensitivity-in-llm,LLaMA 3.2 | LLM | 0.303 | 0.010 | 0.033 | 0.002 | 0.439 | 0.066 |,Table 2,SQ-04,stable,,,
SQ-04-C003,"Az UMBRELA (Bing-stílusú GPT-4o relevancia-értékelő) Cohen kappa egyezése emberi TREC-asszesszorokkal kb. 0.31-0.37 a négyfokú (0-3) skálán - ez csak 'fair agreement' (gyenge-közepes egyezés), miközben rendszer-szintű Spearman korreláció 0.97-0.99.",src_2026-09-04_arxiv-2406-06519_umbrela-open-source-reproduction-of-the-bing-relevance-asses,Cohen's kappa scores ranged from approximately 0.31 to 0.37 on a four-scale system,Results (summarized fetch),SQ-04,stable,,,"Fetch summarizáló renderelőn keresztül jött, nem byte-pontos idézet - másodfokú megbízhatóság"
SQ-04-C004,"Az UMBRELA/GPT-4o kb. 75%-os pontossággal azonosítja a nem-releváns (0-s) találatokat, de csak kb. 30%-os pontossággal a legmagasabb relevancia-fokozatot (3-as) - vagyis a hibaarány pont a 'ez tényleg fontos/releváns-e' döntésnél a legnagyobb, nem az elutasításnál.",src_2026-09-04_arxiv-2406-06519_umbrela-open-source-reproduction-of-the-bing-relevance-asses,The toolkit achieved approximately 75% accuracy on irrelevant classifications but lower performance on nuanced categories (30% for highly relevant labels).,Results (summarized fetch),SQ-04,stable,,,Másodfokú (summarizált) fetch
SQ-04-C005,"A MemoryAgentBench 'Selective Forgetting' feladatában (el kell dönteni, hogy egy új infó felülírja/érvényteleníti-e a régi, ellentmondó tudást) minden tesztelt ügynök-módszer legfeljebb 7%-os pontosságot ér el a több-ugrásos (multi-hop) eseteknél - ez a leggyengébb az összes mért memória-kompetencia közül.",src_2026-09-04_arxiv-2507-05257_memoryagentbench-evaluating-memory-in-llm-agents-via-increme,All methods fail on the multi-hop situation (with achieving at most 7%),Key Findings (summarizált fetch),SQ-04,stable,,,
SQ-04-C006,"Amikor az LLM-ítéletet ('melyik tény a friss/érvényes') determinisztikus szabállyal (Python max(serial_number)) váltják ki, a pontosság a MemoryAgentBench FactConsolidation feladatán 54.0%-ról (legjobb publikált LLM-alapú rendszer, HippoRAG-v2) 78.0%-ra (gpt-4o-mini) illetve 94.8%-ra (gpt-4o) ugrik egylépéses esetben - vagyis maga az LLM-ítélet a szűk keresztmetszet, nem a tárolási architektúra.",src_2026-09-04_arxiv-2606-01435_don-t-ask-the-llm-to-track-freshness-a-deterministic-recipe,"The proposed pipeline achieves 78.0% accuracy with gpt-4o-mini and 94.8% with gpt-4o on MemoryAgentBench's FactConsolidation task, compared to 54.0% for the best published system (HippoRAG-v2).",Key Findings (summarizált fetch),SQ-04,stable,,,
SQ-04-C007,"Az UMBRELA gyakran magasabbra értékel egy találatot, mint a hivatalos NIST emberi asszesszor - azaz a valós hibamód inkább hamis pozitív (túl-relevánsnak ítélés) irányba torzít, részben az emberi ítélőnél megengedőbb következtetések miatt.",src_2026-09-04_cs-uwaterloo-ca_a-large-scale-study-of-relevance-assessments-with-large-lang,"often rates passages as more relevant than NIST assessors, partly due to inferences a human might deem unwarranted",Behavioral Differences (summarizált fetch),SQ-04,stable,,,
SQ-04-C008,"Egy 301 témás, 77 rendszerfutást, 19 csapatot lefedő TREC 2024 RAG-track vizsgálat szerint az LLM-alapú relevancia-értékelés futás-szintű (aggregált) rangsorolásban jól korrelál a teljesen kézi értékeléssel, de ez a korreláció jelentősen gyengül egyedi témák (topic-szintű) összehasonlításánál, és az UMBRELA csak 'coarse-grained' (durva) megkülönböztetésre képes hasonló teljesítményű rendszerek között, főleg nDCG@20-nál.",src_2026-09-04_cs-uwaterloo-ca_a-large-scale-study-of-relevance-assessments-with-large-lang,"UMBRELA achieves only ""coarse-grained differentiation"" and cannot reliably distinguish among similarly-performing systems, particularly for nDCG@20 metric.",Limitations & Caveats (summarizált fetch),SQ-04,stable,,,
SQ-04-C009,"Finomhangolt LLM-bírák pontossága jelentősen romlik, ha nem a betanításhoz hasonló ('látott'), hanem új, korábban nem látott kérdéseken kell ítélni: pl. Mistral-24B (DPO) 76.57%-ról 68.56%-ra esik gyenge válaszoknál (kb. 8 százalékpontos romlás), és 79.12%-ról 69.73%-ra erős válaszoknál (kb. 9.4 százalékpontos romlás), amikor a döntést új kontextusra kell átvinni.",src_2026-09-04_arxiv-2509-23542_on-the-shelf-life-of-finetuned-llm-judges-generalization-to,"Mistral-24B with DPO training drops from 76.57% (weak, seen) to 68.56% (weak, unseen) - an 8.01 percentage point decline.",Table 3 (summarizált fetch),SQ-04,stable,,,
