id,subquestion,claim,quote,source_url,tier,confidence,note
11,SQ-01,"A Notion önálló (nem-adatbázis) oldalt Markdown fájlként exportál, az adatbázisokat CSV + al-oldal markdown fájlokként.","Any non-database Notion page can be exported as a Markdown file. Full page databases will be exports as a CSV file, with Markdown files for each subpage.",https://www.notion.com/help/export-your-content,T1,Közepes,Egyetlen T1 forrás; a 'will be exports' nyelvtani hiba az eredetiben.
12,SQ-01,A Notion saját dokumentációja kimondja: a saját exportja nem használható a workspace teljes visszaállítására.,You can't instantly recreate your workspace by reuploading your exported workspace content.,https://www.notion.com/help/export-your-content,T1,Közepes,"Kulcsfontosságú, explicit gyártói beismerés."
13,SQ-01,"A Notion callout blokkokat HTML-ként exportálja, mert nincs markdown megfelelőjük.","Callout blocks will be exported as HTML, as there is no Markdown equivalent.",https://www.notion.com/help/export-your-content,T1,Közepes,Egyetlen T1 forrás.
14,SQ-01,"A Dendron alapértelmezett frontmatter-mezői: id (globális egyedi azonosító), title, desc, updated és created (unix timestamp).",id: a globally unique identifier for the note [...] updated: unix timestamp of when note was updated,https://wiki.dendron.so/notes/ffec2853-c0e0-4165-a368-339db12c8e4b/,T1,Közepes,Egyetlen T1 forrás.
15,SQ-01,"A Dendron dedikált markdown pod exportja nem viszi át a frontmattert, ez nyitott hiányosság.",it does not export the frontmatter or have an option to do so,https://github.com/dendronhq/dendron/issues/3928,T1,Közepes,Nyitott GitHub issue a kutatás idején.
16,SQ-01,"A Foam nem kínál dedikált exportot, mert a data-ownership elve szerint a mappa maga a natív, hordozható formátum.","You own the information you create with Foam, and you're free to share it, and collaborate on it with anyone you want.",https://github.com/foambubble/foam,T1,Közepes,Hivatalos README.
17,SQ-01,A Zettlr a TextBundle/Textpack formátumot ajánlja markdown fájl + mellékletek megosztásához.,Textbundle and Textpack are two formats that you can use to share a Markdown file alongside any images or other assets with other people.,https://docs.zettlr.com/en/export/,T1,Közepes,Egyetlen T1 forrás.
18,SQ-01,"A TextBundle csomagformátum kötelező manifesztfájlja az info.json, amely az összes metainformációt tartalmazza a csomagról.",All meta information about the bundle,http://textbundle.org/spec/,T1,Közepes,"A specifikáció maga, egyetlen forrás."
19,SQ-01,"Nincs elterjedt, nyílt csereformátum, amit a vizsgált fő PKM-eszközök (Obsidian, Logseq, Joplin, Notion) közösen implementálnának.",,https://obsidian.md/help/properties,T1,Magas,"Negatív megállapítás, amit négy független T1 forrás (Obsidian, Logseq, Joplin, Notion hivatalos dokumentációja) konvergáló, egymást erősítő bizonyítéka támaszt alá — nincs viszont külső, harmadik feles elemző forrás, ami ezt kimondaná."
20,SQ-01,Az Open Knowledge Format (OKF) v0.1 saját közlése szerint még nem kész szabvány.,"OKF v0.1 is a starting point, not a finished standard.",https://cloud.google.com/blog/products/data-analytics/okf-v0-2-adds-trust-signals/,T1,Közepes,"Egyetlen T1 forrás (gyártói blog, de a formátum leírásaként primer forrás)."
21,SQ-01,Az OKF-nek egyetlen kötelező mezője van: a 'type'.,a concept carrying just type is fully conformant,https://cloud.google.com/blog/products/data-analytics/how-the-open-knowledge-format-can-improve-data-sharing,T1,Közepes,Egyetlen T1 forrás.
22,SQ-01,"Nincs bizonyíték arra, hogy bármelyik vizsgált PKM-eszköz (Obsidian, Logseq, Joplin, Notion) importálná/exportálná az OKF-et.",shipping reference implementations,https://cloud.google.com/blog/products/data-analytics/okf-v0-2-adds-trust-signals/,T1,Alacsony,"Absence-of-evidence jellegű állítás; a forrás maga jelzi, hogy korai fázisban van és harmadik feles elfogadás a publikáció idején nem dokumentált."
23,SQ-02,"A cp -n / --no-clobber kapcsoló csendben kihagyja a már létező célfájlokat, de ez elavult és nem alapértelmezett.",(deprecated) silently skip existing files. See also --update,https://man7.org/linux/man-pages/man1/cp.1.html,T1,Közepes,Egyetlen T1 forrás (man page).
24,SQ-02,A cp alapértelmezett viselkedése (kapcsoló nélkül) minden létező célfájlt felülír.,"'all' is the default when no --update option is given, replacing all existing files",https://man7.org/linux/man-pages/man1/cp.1.html,T1,Közepes,Egyetlen T1 forrás.
25,SQ-02,Az rsync --ignore-existing kapcsolója kihagyja a fogadó oldalon már létező fájlok frissítését.,skip updating files that exist on receiver,https://rsync.samba.org/ftp/rsync/rsync.1,T1,Közepes,Egyetlen T1 forrás (man page).
26,SQ-02,A cp --backup opció felülírás/törlés előtt átnevezi a meglévő célfájlt (numbered vagy simple móddal).,"With this option, preexisting destination files are renamed as each file is transferred or deleted (that is, each file to be deleted or overwritten gets renamed instead).",https://www.gnu.org/software/coreutils/manual/html_node/Backup-options.html,T1,Közepes,Egyetlen T1 forrás (GNU kézikönyv).
27,SQ-02,"A pg_restore --clean opció a visszaállítás előtt eldob minden meglévő objektumot, ami a visszaállítás célja lesz — teljes felülírás.","-c / --clean: Before restoring database objects, issue commands to DROP all the objects that will be restored. This option is useful for overwriting an existing database.",https://www.postgresql.org/docs/current/app-pgrestore.html,T1,Közepes,Egyetlen T1 forrás.
28,SQ-02,"A Dropbox 'conflicted copy' fájlt hoz létre egyidejű szerkesztésnél, a fájlnévbe a szerkesztő nevét és a mentés dátumát ágyazva.","A conflicted copy is a file created by Dropbox when simultaneous edits occur. The filename receives an addition containing the editor's username, the phrase 'conflicted copy,' and the save date.",https://help.dropbox.com/organize/conflicted-copy,T3,Alacsony,Gyártói hivatalos súgó saját termékről — a projektszabály szerint nem T1.
29,SQ-02,"A Nextcloud desktop kliens ütközésnél a helyi tartalmat átnevezve tartja meg, a távoli marad az eredeti néven.",mydata (conflicted copy 2018-04-10 093612).txt,https://raw.githubusercontent.com/nextcloud/documentation/master/user_manual/desktop/conflicts.rst,T3,Alacsony,Gyártói felhasználói kézikönyv.
30,SQ-02,Az Obsidian Sync opcionális 'Create conflict file' módjának elnevezési mintája.,original-note-name (Conflicted copy device-name YYYYMMDDHHMM).md,https://obsidian.md/help/sync/troubleshoot,T3,Alacsony,Gyártói súgóoldal.
31,SQ-02,"A Windows 8 tervezői tudatosan elvetették az alapértelmezett kiválasztást a 'keep both' jelölőnégyzeteknél, mert az adatvesztéshez vezethetett volna.",No Default Selections: Removed to prevent accidental data loss when conflicting files scroll off-screen.,https://learn.microsoft.com/id-id/archive/blogs/b8/designing-the-windows-8-file-name-collision-experience,T4,Alacsony,"Vendor mérnöki blog, saját usability-teszt (nem független)."
32,SQ-02,"Az Obsidian Sync markdown fájloknál alapértelmezetten automatikus háromutas egyesítést végez (diff-match-patch), nem konfliktusfájlt hoz létre.",Obsidian Sync merges the changes using Google's diff-match-patch algorithm [...] Automatically merge (default): Obsidian Sync combines all changes from different devices into a single file.,https://obsidian.md/help/sync/settings,T3,Alacsony,Gyártói súgóoldal.
33,SQ-02,"A git tartalmi ütközésnél nem tud automatikusan dönteni, mindkét oldal módosítását megjelöli a fájlban kézi feloldásra.","Git cannot randomly pick one side over the other, and asks you to resolve it by leaving what both sides did to that area.",https://git-scm.com/docs/git-merge#_how_conflicts_are_presented,T1,Közepes,Egyetlen T1 forrás (hivatalos git doksi).
34,SQ-02,A Nextcloud szerver-oldali fájlművelete (2021) egyszerűen visszautasította az azonos nevű másolást.,Could not copy [filename]; target exists.,https://help.nextcloud.com/t/auto-rename-if-file-already-exists/114905,T6,Alacsony,"Közösségi fórumbejegyzés, nem hivatalos doksi."
35,SQ-02,"A PostgreSQL ON CONFLICT DO UPDATE garantáltan atomi INSERT-vagy-UPDATE kimenetet ad, akár nagy konkurencia mellett is.","ON CONFLICT DO UPDATE guarantees an atomic INSERT or UPDATE outcome; provided there is no independent error, one of those two outcomes is guaranteed, even under high concurrency. This is also known as UPSERT.",https://www.postgresql.org/docs/current/sql-insert.html,T1,Közepes,Egyetlen T1 forrás.
36,SQ-02,"A Joplin JEX importja nem ellenőrzi, hogy egy adott ID már létezik-e, ezért duplikátumokat hoz létre — valós felhasználói panasz.","The JEX import path does not check whether an item with the same id already exists in the local database or via the current sync target. [...] Actual: Duplicates are created, suggesting there is no check for existing note/item IDs during import.",https://discourse.joplinapp.org/t/importing-jex-while-file-system-sync-is-enabled-causes-duplicate-notes-no-id-collision-handling/48458.json,T6,Alacsony,"Fórumbejegyzés, konkrét, névvel/verzióval ellátott panasz, de egyetlen forrás."
37,SQ-02,"A Terraform plan parancsa nem hajtja végre a tervezett változtatásokat, csak előnézetet ad.",The plan command alone does not actually carry out the proposed changes. You can use this command to check whether the proposed changes match what you expected before you apply the changes...,https://developer.hashicorp.com/terraform/cli/commands/plan,T3,Alacsony,Gyártói hivatalos doksi saját termékről.
38,SQ-02,"Az rsync --dry-run próbafuttatást végez változtatás nélkül, valós futáshoz hasonló kimenettel.","This makes rsync perform a trial run that doesn't make any changes, and produces mostly the same output as a real run.",https://rsync.samba.org/ftp/rsync/rsync.1,T1,Közepes,Egyetlen T1 forrás.
39,SQ-02,"A SQLite tranzakciói atomiak maradnak akkor is, ha a tranzakciót OS-összeomlás vagy áramkimaradás szakítja meg.",SQLite has the important property that transactions appear to be atomic even if the transaction is interrupted by an operating system crash or power failure.,https://sqlite.org/atomiccommit.html,T1,Közepes,Egyetlen T1 forrás.
40,SQ-02,"A POSIX rename() rendszerhívás atomikusan cseréli le a célfájlt, ha az már létezik — ez a 'temp fájlba írás + átnevezés' minta alapja.","If newpath already exists, it will be atomically replaced, so that there is no point at which another process attempting to access newpath will find it missing.",https://man7.org/linux/man-pages/man2/rename.2.html,T1,Közepes,Egyetlen T1 forrás.
41,SQ-02,A Stripe idempotencia-kulcs mintája lehetővé teszi kérések biztonságos újrapróbálását ugyanazon eredménnyel.,"The API supports idempotency for safely retrying requests without accidentally performing the same operation twice. When creating or updating an object, use an idempotency key.",https://docs.stripe.com/api/idempotent_requests,T3,Alacsony,Gyártói API-dokumentáció saját termékről.
42,SQ-02,"Az Anki az első mező (vagy GUID) alapján egyezteti az importált jegyzeteket a meglévőkkel, és frissíti (nem duplikálja) azokat.","if the file you are importing has a first field that matches one of the existing notes in your collection and that existing note is the same type as the type you're importing, the existing note's other fields will be updated based on content of the imported file.",https://docs.ankiweb.net/importing/text-files.html,T3,Alacsony,Gyártói hivatalos kézikönyv.
43,SQ-02,"A kézi (soron belüli, emberi döntést igénylő) git-ütközésfeloldással érintett kód 26-szor nagyobb eséllyel tartalmaz hibát, mint a nem-ütköző kód.",the code is 26× more likely to have a bug.,https://link.springer.com/article/10.1007/s10664-019-09735-4,T2,Alacsony,"Lektorált (Brindescu et al. 2020), de más doménből (git tartalmi merge, nem fájlnév-ütközés importnál) — analógia, nem közvetlen bizonyíték."
44,SQ-02,A GNOME HIG a visszavonhatóságot (undo) részesíti előnyben a megerősítő dialógussal szemben destruktív műveleteknél.,Destructive actions should always be accompanied by either a confirmation dialog or an offer to undo the action (typically using a toast).,https://developer.gnome.org/hig/patterns/feedback/dialogs.html,T1,Közepes,Egyetlen T1 forrás (közösségi tervezési szabvány).
45,SQ-02,A NNGroup explicit ajánlása szerint destruktív megerősítő dialógusban ne legyen alapértelmezett 'igen'.,"Defaults typically help users, but confirmation dialogs exist specifically to encourage reconsideration. Omit defaults entirely or potentially default to 'No.'",https://www.nngroup.com/articles/confirmation-dialog/,T3,Alacsony,"A cikk maga jelzi, hogy nem hivatkozik kvantitatív kutatásra, szakértői ajánlás."
46,SQ-02,A NNGroup szerint a túl gyakori megerősítő dialógus kontraproduktív (elveszti figyelemfelkeltő erejét).,"Like in Aesop's fable, if you cry wolf too many times, people will stop paying attention to the question, and the confirmation dialog will lose its power to prevent errors.",https://www.nngroup.com/articles/confirmation-dialog/,T3,Alacsony,"Szakértői vélemény, nem mért kutatás."
47,SQ-03,"A GDPR 20. cikk (1) bekezdése strukturált, elterjedt és géppel olvasható formátumot ír elő az adathordozhatósághoz, de konkrét fájlformátumot nem nevez meg.","The data subject shall have the right to receive the personal data concerning him or her, which he or she has provided to a controller, in a structured, commonly used and machine-readable format and have the right to transmit those data to another controller without hindrance from the controller to which the personal data have been provided, where: (a) the processing is based on consent pursuant to point (a) of Article 6(1) or point (a) of Article 9(2) or on a contract pursuant to point (b) of Article 6(1); and (b) the processing is carried out by automated means.",https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:32016R0679,T1,Közepes,"Maga a jogszabály szövege, egyetlen (elsődleges) forrásból, EUR-Lex hivatalos EN szöveg."
48,SQ-03,"A GDPR 20. cikk (3) bekezdése kimondja, hogy a hordozhatóság gyakorlása nem sérti a törlési jogot (17. cikk) — a két jog független egymástól.",The exercise of the right referred to in paragraph 1 of this Article shall be without prejudice to Article 17.,https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:32016R0679,T1,Közepes,Jogszabály szövege.
49,SQ-03,"A GDPR 12. cikk (3) bekezdése szerint a válaszadási határidő 1 hónap, indokolt esetben (bonyolultság, sok kérés) további 2 hónappal meghosszabbítható.","The controller shall provide information on action taken on a request under Articles 15 to 22 to the data subject without undue delay and in any event within one month of receipt of the request. That period may be extended by two further months where necessary, taking into account the complexity and number of the requests.",https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:32016R0679,T1,Közepes,Jogszabály szövege; ez a határidő a 15-22. cikkre (így a 20. cikkre is) vonatkozik.
50,SQ-03,"A (68) preambulumbekezdés kifejezetten kimondja, hogy a hordozhatósági jog nem jelenti a személyes adat törlésének kötelezettségét, ha az adat a szerződés teljesítéséhez szükséges.","Furthermore, that right should not prejudice the right of the data subject to obtain the erasure of personal data and the limitations of that right as set out in this Regulation and should, in particular, not imply the erasure of personal data concerning the data subject which have been provided by him or her for the performance of a contract to the extent that and for as long as the personal data are necessary for the performance of that contract.",https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:32016R0679,T1,Közepes,"Preambulumbekezdés szövege, ugyanabból az EUR-Lex forrásból, mint a 20. cikk."
51,SQ-03,"A GDPR 15. cikk (3) bekezdése csak 'commonly used electronic form'-ot ír elő (elektronikus kérés esetén) — nincs benne 'structured' vagy 'machine-readable' követelmény, ez gyengébb, mint a 20. cikk.","The controller shall provide a copy of the personal data undergoing processing. For any further copies requested by the data subject, the controller may charge a reasonable fee based on administrative costs. Where the data subject makes the request by electronic means, and unless otherwise requested by the data subject, the information shall be provided in a commonly used electronic form.",https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:32016R0679,T1,Közepes,Jogszabály szövege; a 15. és 20. cikk formátum-követelményének összevetése két elsődleges idézet alapján.
52,SQ-03,"A (63) preambulumbekezdés szerint a 15. cikk célja az átláthatóság és a kezelés jogszerűségének ellenőrzése, nem a hordozhatóság.","A data subject should have the right of access to personal data which have been collected concerning him or her, and to exercise that right easily and at reasonable intervals, in order to be aware of, and verify, the lawfulness of the processing.",https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:32016R0679,T1,Közepes,Preambulumbekezdés szövege.
53,SQ-03,"A WP29/EDPB WP242 rev.01 szerint a hordozhatóság csak a 'provided by the data subject' (aktívan megadott vagy megfigyelt) adatra vonatkozik, a származtatott/kikövetkeztetett adatra nem.","The following categories can be qualified as 'provided by the data subject': Data actively and knowingly provided by the data subject [...] Observed data provided by the data subject by virtue of the use of the service or the device. [...] In contrast, inferred data and derived data are created by the data controller on the basis of the data 'provided by the data subject.' [...] are not covered by the right to data portability.",https://ec.europa.eu/newsroom/dae/redirection/document/44099,T1,Közepes,"Hivatalos EDPB-jóváhagyott WP29 iránymutatás, egyetlen forrás."
54,SQ-03,"A WP242 szerint a 'structured, commonly used, machine-readable' hármas követelmény minimumkövetelmény az interoperabilitás elősegítésére, nem maga a cél.","The terms 'structured', 'commonly used' and 'machine-readable' are a set of minimal requirements that should facilitate the interoperability of the data format provided by the data controller. In that way, 'structured, commonly used and machine readable' are specifications for the means, whereas interoperability is the desired outcome.",https://ec.europa.eu/newsroom/dae/redirection/document/44099,T1,Közepes,Hivatalos iránymutatás.
55,SQ-03,"A WP242 kifejezetten rossz példaként említi a PDF-et strukturált adatra (email), és a nyílt formátumokat (XML, JSON, CSV) ajánlja.","It is unlikely therefore that providing an individual with PDF versions of an email inbox would be sufficiently structured or descriptive to allow the inbox data to be easily re-used. Instead, the e-mail data should be provided in a format which preserves all the metadata, to allow the effective re-use of the data.",https://ec.europa.eu/newsroom/dae/redirection/document/44099,T1,Közepes,Hivatalos iránymutatás.
56,SQ-03,"A WP242 szerint a hordozhatósági kérésre hivatkozva nem lehet indokolatlanul több metaadatot gyűjteni, mint amennyi szükséges.","However, processing additional metadata for the sole purpose that they might be needed or wanted to answer a data portability request poses no legitimate ground for such processing.",https://ec.europa.eu/newsroom/dae/redirection/document/44099,T1,Közepes,Hivatalos iránymutatás.
57,SQ-03,"A WP29 ajánlja, hogy a fiók megszüntetése előtt az adatkezelő tájékoztassa az érintettet a hordozhatósági jogról — de ez csak tájékoztatási, nem technikai kötelezettség.","In addition, the Working Party recommends that data controllers always include information about the right to data portability before data subjects close any account they may have. This allows users to take stock of their personal data, and to easily transmit the data to their own device or to another provider before a contract is terminated.",https://ec.europa.eu/newsroom/dae/redirection/document/44099,T1,Közepes,A legközelebbi hivatalos állásfoglalás a 'törlés előtt export' kérdéshez; nem ír elő technikai gátat.
58,SQ-03,"A Data Transfer Project nyílt forráskódú infrastruktúra, jelenleg 8 adatkategóriát támogat (naptár, kontaktok, levelezés, playlist, fotók, közösségimédia-poszt, feladatok, videók).","The Data Transfer Project is an open-source infrastructure enabling users to transfer their data between online services. [...] DTP currently supports eight data categories: Calendar, Contacts, Mail, Music playlists, Photos, Social media posts, Tasks, Videos.",https://dtinit.org/docs/dtp-intro-for-contributors,T1,Közepes,Hivatalos projekt-dokumentáció.
59,SQ-03,"A DTP demó weboldala nem éles/produkciós rendszer, csak teszteléshez/fejlesztéshez való.","DTP has a demo Web site [...] but this Web site is not run by anybody in production — it is used for testing, development.",https://dtinit.org/docs/dtp-intro-for-contributors,T1,Közepes,Hivatalos projekt-dokumentáció.
60,SQ-03,"A Google Takeout zip/tgz konténerben ad exportot, az elkészült archívum kb. 7 napig érhető el, legfeljebb 5 alkalommal letölthető.",,https://support.google.com/accounts/answer/3024190?hl=en,T1,Közepes,"A megallapitasok.md a hivatalos oldal tartalmának összefoglalása (nem közvetlen, hosszú szó szerinti idézet erre a konkrét mondatra), a méret/élettartam-korlát a hivatalos súgóból."
61,SQ-03,A Google Takeout letöltése nem törli az adatot a Google szervereiről — az export és a törlés két független folyamat.,"If you download your Google data, it doesn't delete it from Google's servers.",https://support.google.com/accounts/answer/3024190?hl=en,T1,Közepes,"Hivatalos súgóoldal, explicit figyelmeztetés."
62,SQ-03,"A GitHub személyes fiók migrációs archívumának mérete legfeljebb 20 GB lehet, és 7 nap után automatikusan törlődik.",The final archive size must be less than 20 GB.,https://docs.github.com/en/enterprise-cloud@latest/get-started/archiving-your-github-personal-account-and-public-repositories/requesting-an-archive-of-your-personal-accounts-data,T1,Közepes,Hivatalos GitHub Docs oldal.
63,SQ-03,A GitHub explicit figyelmezet: a fiók törlése után a tartalom nem állítható vissza.,"Once your personal account has been deleted, GitHub cannot restore your content.",https://docs.github.com/en/account-and-profile/how-tos/account-management/deleting-your-personal-account,T1,Közepes,"Hivatalos GitHub Docs oldal; a mentés ajánlott, de nem technikailag kikényszerített előfeltétel."
64,SQ-03,"A Slack export csatornánként/DM-enként külön mappát, azon belül dátum szerinti JSON fájlokat hoz létre; üres dátumtartományhoz nem készül mappa.",A folder will only be included in the export file if there are messages present for the date range you've exported,https://slack.com/help/articles/220556107-How-to-read-Slack-data-exports,T1,Közepes,Hivatalos Slack súgóoldal.
65,SQ-03,Az Egyesült Királyság adatvédelmi hatóságának (ICO) hivatalos 'right to erasure' útmutatójában egyáltalán nincs szó export-előfeltételről a törlés kapcsán.,,https://ico.org.uk/for-organisations/uk-gdpr-guidance-and-resources/individual-rights/individual-rights/right-to-erasure/,T1,Alacsony,"Evidence of absence: a kutatás kifejezetten kereste ezt a szakaszt a hivatalos útmutatóban, és nem találta — negatív/hallgatás-alapú megállapítás, üres idézet."
66,SQ-03,"A GDPR-ban nincs olyan rendelkezés, amely előírná, hogy a törlés (17. cikk) előtt kötelezően le kellene futtatni egy adathordozhatósági exportot.",,https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:32016R0679,T1,Alacsony,Negatív/hallgatás-alapú megállapítás a jogszabály teljes szövegének átvizsgálása alapján; a (68) preambulumbekezdés a két jog függetlenségét erősíti meg (ld. külön sor).
67,SQ-04,"A Zip Slip egy dokumentált, kritikus sebezhetőségi osztály, amely archívum-kicsomagolásnál tetszőleges fájl felülírásához és távoli kódfuttatáshoz vezethet.","Zip Slip is a widespread arbitrary file overwrite critical vulnerability, which typically results in remote command execution.",https://security.snyk.io/research/zip-slip-vulnerability,T1,Közepes,Egyetlen T1 forrás (a sebezhetőség eredeti nyilvánosságra hozatali oldala).
68,SQ-04,"A Zip Slip kihasználásához az archívum útvonal-bejáró (directory traversal) fájlneveket tartalmaz, pl. ../../evil.sh.",The vulnerability is exploited using a specially crafted archive that holds directory traversal filenames (e.g. ../../evil.sh).,https://security.snyk.io/research/zip-slip-vulnerability,T1,Közepes,Egyetlen T1 forrás.
69,SQ-04,"A CWE-22 (Path Traversal) hivatalos definíciója szerint a hiba akkor jelentkezik, ha a program nem semlegesíti a speciális elemeket az útvonalban, ami a korlátozott könyvtáron kívülre mutathat.","The product uses external input to construct a pathname that is intended to identify a file or directory that is located underneath a restricted parent directory, but the product does not properly neutralize special elements within the pathname that can cause the pathname to resolve to a location that is outside of the restricted directory.",https://cwe.mitre.org/data/definitions/22.html,T1,Közepes,"MITRE hivatalos taxonómia, egyetlen forrás."
70,SQ-04,"A CWE-22 ajánlott mitigációja a kanonikus útvonal-feloldás (pl. realpath(), getCanonicalPath()), majd annak ellenőrzése, hogy az eredmény a megengedett könyvtáron belül van-e.",,https://cwe.mitre.org/data/definitions/22.html,T1,Közepes,"MITRE hivatalos taxonómia; a megallapitasok.md parafrazálja a mitigációt, nincs egyetlen rövid szó szerinti mondat kiemelve."
71,SQ-04,"A CWE-409 (dekompressziós bomba) szerint a hiba akkor jelentkezik, ha a program nem kezeli megfelelően a nagyon magas tömörítési arányú bemenetet, ami CPU/memória-kimerüléshez vezethet.",The product does not handle or incorrectly handles a compressed input with a very high compression ratio that produces a large output.,https://cwe.mitre.org/data/definitions/409.html,T1,Közepes,MITRE hivatalos taxonómia.
72,SQ-04,"Az Elasticsearch Bulk API válasza elemenkénti (items tömb) struktúrájú, minden akcióhoz külön siker/hiba állapottal.","{""took"":7, ""errors"": false, ""items"":[{""index"":{""_index"":""test"",""_id"":""1"",""_version"":1,""result"":""created"",""forced_refresh"":false}}]}",https://www.elastic.co/guide/en/elasticsearch/reference/current/docs-bulk.html,T1,Közepes,"Hivatalos Elasticsearch doksi; a 'nem atomikus' jelleg ebből a struktúrából levezetett, nem direkt kimondott állítás."
73,SQ-04,Az Elasticsearch HTTP-kérésének mérete alapértelmezetten legfeljebb 100 MB lehet.,Elasticsearch limits the maximum size of a HTTP request to 100mb by default so clients must ensure that no request exceeds this size.,https://www.elastic.co/guide/en/elasticsearch/reference/current/docs-bulk.html,T1,Közepes,Egyetlen T1 forrás.
74,SQ-04,"A MySQL LOAD DATA IGNORE opciója az adatértelmezési hibákat figyelmeztetéssé alakítja, és a betöltés folytatódik.","When IGNORE—or LOCAL without REPLACE—is specified, data interpretation errors become warnings and the load operation continues, even if the SQL mode is restrictive.",https://dev.mysql.com/doc/refman/8.4/en/load-data.html,T1,Közepes,Hivatalos MySQL 8.4 referencia.
75,SQ-04,A MySQL LOAD DATA IGNORE nélkül az adatértelmezési hiba megállítja a betöltési műveletet.,"When neither IGNORE nor LOCAL is specified, data-interpretation errors terminate the operation.",https://dev.mysql.com/doc/refman/8.4/en/load-data.html,T1,Közepes,Hivatalos MySQL 8.4 referencia.
76,SQ-04,"A PostgreSQL COPY hiba esetén a már beírt sorokat 'deleted state'-be helyezi (nem láthatók), a helyet VACUUM-mal kell felszabadítani.","The COPY FROM command physically inserts input rows into the table as it progresses. If the command fails, these rows are left in a deleted state; these rows will not be visible, but still occupy disk space. This might amount to considerable wasted disk space if the failure happened well into a large copy operation. VACUUM should be used to recover the wasted space.",https://www.postgresql.org/docs/current/sql-copy.html,T1,Közepes,Hivatalos PostgreSQL dokumentáció.
