claim_id,claim,source_ids,quote,quote_location,subquestion,volatility,confidence,verdict,note
A-02-C005,O_DSYNC guarantees only that write-necessary metadata (e.g. file length) and data reach hardware by the time write() returns (equivalent to fdatasync after each write); O_SYNC additionally flushes all metadata including mtime (equivalent to fsync after each write) at higher cost,src_2026-09-05_man7-org_open-2-linux-manual-page,"O_SYNC provides synchronized I/O file integrity completion, meaning write operations will flush data and all associated metadata to the underlying hardware. O_DSYNC provides synchronized I/O data integrity completion, meaning write operations will flush data to the underlying hardware, but will only flush metadata updates that are required to allow a subsequent read operation to complete successfully. Data integrity completion can reduce the number of disk operations that are required for applications that don't need the guarantees of file integrity completion.",open(2) NOTES / synchronized I/O,A-02,stable,,,
A-02-C006,"PostgreSQL documents turning fsync off as a performance win that risks unrecoverable data corruption on power failure or crash, and recommends it only when the database can be easily recreated from external data",src_2026-09-05_postgresql-org_postgresql-documentation-18-19-5-write-ahead-log,"While turning off fsync is often a performance benefit, this can result in unrecoverable data corruption in the event of a power failure or system crash. Thus it is only advisable to turn off fsync if you can easily recreate your entire database from external data.","PostgreSQL runtime-config-wal.html, fsync parameter",A-02,stable,,,
A-02-C007,"PostgreSQL documents synchronous_commit=off as a safer relaxation than turning off fsync: it only risks losing recently-committed transactions on crash (as if aborted cleanly), not database inconsistency/corruption",src_2026-09-05_postgresql-org_postgresql-documentation-18-19-5-write-ahead-log,"Unlike fsync, setting this parameter to off does not create any risk of database inconsistency: an operating system or database crash might result in some recent allegedly-committed transactions being lost, but the database state will be just the same as if those transactions had been aborted cleanly.","PostgreSQL runtime-config-wal.html, synchronous_commit parameter",A-02,stable,,,
A-02-C008,"auditd's flush setting exposes exactly the fsync-cadence choice for an append-only log: none (no special flush effort), incremental/incremental_async (flush every N records via freq), data (keep data portion sync'd always), or sync (data+metadata sync'd on every write)",src_2026-09-05_man7-org_auditd-conf-5-linux-manual-page,"flush  Valid values are none, incremental, incremental_async, data, and sync. If set to none, no special effort is made to flush the audit records to disk. If set to incremental, Then the freq parameter is used to determine how often an explicit flush to disk is issued. The incremental_async parameter is very much like incremental except the flushing is done asynchronously for higher performance. The data parameter tells the audit daemon to keep the data portion of the disk file sync'd at all times. The sync option tells the audit daemon to keep both the data and meta-data fully sync'd with every write to disk. The default value is incremental_async.",auditd.conf(5) flush/freq,A-02,stable,,,
A-02-C009,"auditd sizes rotation via max_log_file (a MiB size cap) plus num_logs (retained file count, 0 meaning no rotation), and documents that log ordering after rotation is numeric-suffix-based (higher number = older), the same convention logrotate uses without dateext",src_2026-09-05_man7-org_auditd-conf-5-linux-manual-page,The rotate option will cause the audit daemon to rotate the logs. It should be noted that logs with higher numbers are older than logs with lower numbers. This is the same convention used by the logrotate utility.,auditd.conf(5) max_log_file_action,A-02,stable,,,
A-02-C010,logrotate's copytruncate (used when a writer cannot be told to close/reopen its log fd) has a documented data-loss window: records written between the copy and the truncate are lost,src_2026-09-05_man7-org_logrotate-8-linux-manual-page,"Truncate the original log file to zero size in place after creating a copy, instead of moving the old log file and optionally creating a new one. It can be used when some program cannot be told to close its logfile and thus might continue writing (appending) to the previous log file forever. Note that there is a very small time slice between copying the file and truncating it, so some logging data might be lost.",logrotate(8) copytruncate,A-02,stable,,,
A-02-C011,"logrotate's dateext option requires the resulting date-stamped filename to be lexically sortable in chronological order (year-month-day order), because logrotate sorts filenames lexically to determine rotation age/removal order",src_2026-09-05_man7-org_logrotate-8-linux-manual-page,"Note that the datestamps generated by this format must be lexically sortable (that is first the year, then the month then the day. For example 2001/12/01 is ok, but 01/12/2001 is not, since 01/11/2002 would sort lower while it is later). This is because when using the rotate option, logrotate sorts all rotated filenames to find out which logfiles are older and should be removed.",logrotate(8) dateformat,A-02,stable,,,
A-02-C012,"HashiCorp Vault's file audit device deliberately does not implement its own log rotation, deferring to external rotation tools, and supports safe external rotation via SIGHUP which makes Vault close and reopen the underlying file (the rename-then-recreate pattern, avoiding copytruncate's data-loss window)",src_2026-09-05_developer-hashicorp-com_file-audit-device-hashicorp-vault-docs,"The device does not currently assist with any log rotation. There are very stable and feature-filled log rotation tools already, so we recommend using existing tools. Sending a SIGHUP to the Vault process will cause file audit devices to close and re-open their underlying file, which can assist with log rotation needs.","Vault file audit device docs, Log file rotation",A-02,stable,,,
A-02-C013,"Bun's documented file-write API (Bun.write, FileSink) exposes no O_APPEND/append mode, no fsync/O_DSYNC option, and no documented durability guarantee beyond the underlying write() syscall — flush() only pushes the FileSink's internal buffer to the OS, not disk",src_2026-09-05_bun-sh_file-i-o-bun-docs,"The FileSink buffers these chunks internally. To flush the buffer to disk, use .flush(). This returns the number of flushed bytes.","Bun docs, Incremental writing with FileSink",A-02,volatile,,,
A-02-C014,"AWS CloudTrail's own log filename convention embeds an ISO-ordered UTC timestamp (YYYYMMDDTHHmmZ) directly after account/region so that filenames sort lexically in chronological order, illustrating the same date-prefix pattern logrotate's dateext requires",src_2026-09-05_docs-aws-amazon-com_cloudtrail-log-file-examples-aws-cloudtrail,"The YYYY, MM, DD, HH, and mm are the digits of the year, month, day, hour, and minute when the log file was delivered. Hours are in 24-hour format. The Z indicates that the time is in UTC.",CloudTrail log file name format,A-02,stable,,,
A-03-C001,"GNU tac reverses a file's records (lines, by default) without an intrinsic seek-optimization documented on the tac manual page itself; it copies each file to stdout reversing the records in each separately.",src_2026-09-05_gnu-org_tac-concatenate-and-write-files-in-reverse-gnu-coreutils-man,"copies each file ('-' means standard input), or standard input if none are given, to standard output, reversing the records (lines by default) in each separately.",Overview,A-03,stable,,,
A-03-C002,"The read-last-lines-ts npm package reads the last N lines of a file using an internal fixed-size buffer (default 4096 bytes) read backward from the end, with the buffer length tunable per call.",src_2026-09-05_raw-githubusercontent-com_read-last-lines-ts-readme,You can specify a buffer length (default is 4096) ─ example: 50 chars at a time!,CommonJS syntax code sample,A-03,slow,,,
A-03-C003,"Pogreb's write-ahead log is split into append-only segments capped at 4 GB; once a segment fills it becomes read-only and a new segment is opened, which bounds how much of the log any single file grows to.",src_2026-09-05_github-com_pogreb-design-document-wal-on-disk-hash-index,"The WAL consists of multiple append-only segments. Once the current segment file is full (reaches 4 GB), a new segment is created, the full segment becomes read-only.",Write-ahead log,A-03,stable,,,
A-03-C004,"Pogreb's sidecar index stores, per key, a Segment ID (2 bytes) and a byte Offset (4 bytes) into that WAL segment, i.e. exactly the {segment, offset} addressing scheme that lets it seek directly to a record instead of scanning the log.",src_2026-09-05_github-com_pogreb-design-document-wal-on-disk-hash-index,"A slot contains the hash, the size of the key, the value size and a 32-bit offset of the key-value pair in the WAL.",Slot,A-03,stable,,,
A-03-C005,"A lost or discarded Pogreb index is rebuilt in a single linear pass: on crash recovery the index is discarded and the WAL is replayed oldest-to-newest, reinserting every record into a fresh index.",src_2026-09-05_github-com_pogreb-design-document-wal-on-disk-hash-index,"In the event of a crash caused by a power loss or an operating system failure, Pogreb discards the index and replays the WAL building a new index from scratch. Segments are iterated from the oldest to the newest and items are inserted into the index.",Recovery,A-03,stable,,,
A-03-C006,"Pogreb's own documented limitation: because one hash table indexes all WAL segments together, full index rebuild after a crash 'may be impractical for large databases' -- a single shared sidecar index does not scale its rebuild time independently of total log size.",src_2026-09-05_github-com_pogreb-design-document-wal-on-disk-hash-index,"having a single hash table shared across all WAL segments makes the recovery process require rebuilding the entire index, which may be impractical for large databases.",Limitations,A-03,stable,,,
A-03-C007,"zindex builds a separate sidecar index file (file.gz.zindex) alongside a compressed log, plus embedded decompression checkpoints, so that pulling a single line by index or by line number is 'almost instant, even for huge files'; without such an index, tools like zgrep must seek through all preceding data.",src_2026-09-05_raw-githubusercontent-com_zindex-readme-index-compressed-line-based-text-files,"to find a particular record requires zgrep, which takes ages as it has to seek through gigabytes of previous data to get to each record.",The itch I had,A-03,stable,,,
A-03-C008,The documented cost of a zindex sidecar index is small relative to the log it indexes: typically about 10% of the compressed file's size for a simple unique numeric index.,src_2026-09-05_raw-githubusercontent-com_zindex-readme-index-compressed-line-based-text-files,"The indices themselves are small too, typically ~10% of the compressed file size for a simple unique numeric index.",The itch I had,A-03,stable,,,
A-03-C009,"systemd-journald is a real, documented system that gives each user their own append-only per-user log file: by default every user (outside system/dynamic-service UID ranges) gets their own set of journal files under /var/log/journal/, access-controlled via filesystem ACLs rather than file ownership.",src_2026-09-05_man-archlinux-org_systemd-journald-service-8-man-page,"By default, each user, with a UID outside the range of system users, dynamic service users, and the nobody user, will get their own set of journal files in /var/log/journal/.",ACCESS CONTROL,A-03,stable,,,
A-03-C010,"The per-open-file-handle cost of a many-files design is documented concretely by journald: it caps the number of parallel log streams it will accept at 4096, and further streams beyond that get EPIPE immediately.",src_2026-09-05_man-archlinux-org_systemd-journald-service-8-man-page,"Currently, the number of parallel log streams systemd-journald will accept is limited to 4096. When this limit is reached further log streams may be established but will receive EPIPE right from the beginning.",DESCRIPTION,A-03,slow,,,
A-03-C011,"journald's rotation/append model never rewrites a file it stops writing to: when journald ceases writing to a journal file it renames it with an @suffix and treats it as archived and immutable, and both active and archived files are documented as safe to read or copy concurrently.",src_2026-09-05_man-archlinux-org_systemd-journald-service-8-man-page,"In general, it is safe to read or copy any journal file (active or archived). journalctl(1) and the functions in the sd-journal(3) library should be able to read all entries that have been fully written.",FILES,A-03,stable,,,
A-03-C012,"ext4's hashed-btree directory index (htree) -- the mechanism that keeps lookups in a huge directory from degrading to linear scans -- has a hard depth cap: at most 2 levels normally, or 3 levels if the INCOMPAT_LARGEDIR feature is enabled, which bounds how many entries a single directory can index efficiently before the design (one-file-per-user or one-file-per-day) needs subdirectory sharding.",src_2026-09-05_docs-kernel-org_4-3-directory-entries-the-linux-kernel-documentation-ext4,Cannot be larger than 3 if the INCOMPAT_LARGEDIR feature is set; cannot be larger than 2 otherwise.,Hash Tree Root (dx_root),A-03,slow,,,
A-03-C013,"Bun's own file API exposes BunFile.stream() returning a web-standard ReadableStream for reading a file incrementally rather than loading it whole, and a separate FileSink for incremental buffered writes -- the streaming primitives a JSONL audit log would use -- but Bun's documentation gives no file-size- or hardware-qualified throughput number for line-by-line JSON parsing (its only cited number, '2x faster than GNU cat', names neither file size nor hardware).",src_2026-09-05_bun-sh_file-i-o-bun-docs,It runs 2x faster than GNU cat for large files on Linux.,Benchmarks,A-03,volatile,,,
B-01-C001,"A plugin's before/after hooks can be matched against any request path in the Better Auth instance (via context.path), including endpoints the plugin itself did not define.",src_2026-09-04_better-auth-com_plugins-better-auth,"matcher: (context) => {
                    return context.path === ""/sign-up/email""","Hooks section, after hook example",B-01,stable,,,
B-01-C002,"Plugin middlewares only run when the endpoint is called through a client API request; if the endpoint is invoked directly (server-side function call), the middleware does not run.",src_2026-09-04_better-auth-com_plugins-better-auth,"Unlike hooks, middleware only runs on `api` requests from a client. If the endpoint is invoked directly, the middleware will not run.",Middleware section,B-01,stable,,,
B-01-C003,"requireResourceOwnership is documented as a middleware that loads a resource by ID and verifies it belongs to the authenticated user, intended for use after sessionMiddleware on endpoints operating on user-owned models.",src_2026-09-04_better-auth-com_plugins-better-auth,A middleware that loads a resource by ID and verifies that it belongs to the authenticated user. Use it after `sessionMiddleware` for endpoints that operate on user-owned models.,"Server-plugin helper functions, requireResourceOwnership",B-01,stable,,,
B-01-C004,"requireOrgRole is documented as verifying the user is a member of a specific organization and, optionally, has one of a set of allowed roles; it does not check permissions on an arbitrary sub-resource.",src_2026-09-04_better-auth-com_plugins-better-auth,"A middleware that verifies the authenticated user is a member of a specific organization and, optionally, has one of a set of allowed roles. Use it after `sessionMiddleware` for organization-scoped endpoints.","Server-plugin helper functions, requireOrgRole",B-01,stable,,,
B-01-C005,"requireResourceOwnership and requireOrgRole are used inside the use array of createAuthEndpoint, i.e. they are wired into endpoints registered on the Better Auth instance, not into arbitrary application routes.",src_2026-09-04_better-auth-com_plugins-better-auth,"use: [
                    sessionMiddleware,
                    requireResourceOwnership({
                        model: ""apiKey"",
                        idParam: ""id"",
                        idSource: ""body"",
                    }),
                ],",requireResourceOwnership code example,B-01,stable,,,
B-01-C006,"Better Auth's Dynamic Access Control lets an organization create custom named roles at runtime, but each created role is scoped to one organizationId, not to an arbitrary sub-resource such as a project.",src_2026-09-05_better-auth-com_organization-better-auth,"await authClient.organization.createRole({
  role: ""my-unique-role"",
  permission: permission,
  organizationId: ""organization-id""
})","Dynamic Access Control, Create Custom Role",B-01,slow,,,
B-01-C007,"The Organization Role table created for Dynamic Access Control stores role, permission and organizationId (a foreign key to Organization) - there is no project-id or other sub-resource column.",src_2026-09-05_better-auth-com_organization-better-auth,| organizationId | string | FK | Organization ID |,"Database Schema, Organization Role Table (Dynamic Access Control)",B-01,slow,,,
B-01-C008,Teams in the organization plugin are managed via fixed team:create/team:update/team:delete permissions - the docs do not describe assigning arbitrary custom resource-level permissions per team.,src_2026-09-05_better-auth-com_organization-better-auth,"Required permissions for team management:
- **team:create** - Create new teams
- **team:update** - Update team details
- **team:delete** - Remove teams","Teams, Team Permissions",B-01,slow,,,
B-01-C009,"The admin plugin's default permission model is two fixed resources (user, session) each with a fixed static list of actions, checked purely by role; there is no per-object or per-instance scoping.",src_2026-09-05_better-auth-com_admin-better-auth,"By default, there are two resources with the following permissions.

**user**: `create` `list` `set-role` `ban` `impersonate` `impersonate-admins` `delete` `set-password` `set-email` `get` `update`

**session**: `list` `revoke` `delete`","Access Control, Permissions",B-01,stable,,,
B-01-C010,"checkRolePermission checks what permissions are assigned to a named role, not the permissions of the currently logged-in user on a specific object; it is a static, synchronous role-to-permission lookup.",src_2026-09-05_better-auth-com_admin-better-auth,"Note that this function does **not** check the permissions of the currently logged-in user directly. Instead, it checks what permissions are assigned to a specified role.","Access Control Usage, Check Role Permission",B-01,stable,,,
B-01-C011,"databaseHooks are documented only for the user, session and account models' create/update/delete lifecycle - there is no documented hook for an arbitrary application/join table such as a project-permission table.",src_2026-09-05_better-auth-com_database-better-auth,"Database hooks allow you to define custom logic that can be executed during the lifecycle of core database operations in Better Auth. You can create hooks for the following models: **user**, **session**, and **account**.",Database Hooks intro,B-01,stable,,,
B-01-C012,"The customSession plugin only changes what getSession/useSession return (it can attach extra fields like roles); it is described purely as a response-shaping mechanism, not as an enforcement/gating mechanism.",src_2026-09-04_better-auth-com_session-management-better-auth,The `customSession` plugin modifies `getSession` and `useSession` responses:,Customizing Session Response,B-01,slow,,,
B-01-C013,"customSession's added fields are not cached - the callback re-runs on every session fetch - so a per-project permission computed there is a fresh advisory field, not a decision Better Auth itself enforces on non-Better-Auth endpoints.",src_2026-09-04_better-auth-com_session-management-better-auth,Custom fields aren't cached; the callback runs on each fetch,"Customizing Session Response, Caveats",B-01,slow,,,
B-01-C014,"In the actual requireResourceOwnership source, ownership is a single-column equality check (resource[ownerField] !== session.user.id) against one row fetched by its own primary key id - it has no notion of a permission level (read/write/delete) and no support for a composite/join-table key such as (projectId, userId).",src_2026-09-05_raw-githubusercontent-com_authorization-ts-requireresourceownership-requireorgrole-sou,"if ((resource as Record<string, unknown>)[ownerField] !== session.user.id) {","authorization.ts, requireResourceOwnership body",B-01,stable,,,
B-01-C015,"requireResourceOwnership fetches the resource with adapter.findOne matching only the row's own id field to a single idParam value - it cannot look up a row by a compound key like (projectId, personId), which a project/person permission join table would need.",src_2026-09-05_raw-githubusercontent-com_authorization-ts-requireresourceownership-requireorgrole-sou,"const resource = await ctx.context.adapter.findOne({
		model: config.model,
		where: [{ field: ""id"", value: resourceId }],
	});","authorization.ts, requireResourceOwnership body",B-01,stable,,,
B-01-C016,"requireResourceOwnership and requireOrgRole are built with createAuthMiddleware and depend on ctx.context.session/ctx.context.adapter/ctx.context.hasPlugin, i.e. they only function inside Better Auth's own endpoint/middleware context - they cannot be dropped into an unrelated Express/Bun route handler without that context.",src_2026-09-05_raw-githubusercontent-com_authorization-ts-requireresourceownership-requireorgrole-sou,"import { createAuthMiddleware } from ""@better-auth/core/api"";","authorization.ts, imports",B-01,stable,,,
B-01-C017,"In the actual createAccessControl/role source, authorize() resolves permissions purely via a synchronous, static lookup (statements[requestedResource]) into the object passed to createAccessControl at setup time - there is no async call, no database lookup, and no parameter anywhere in the function for a runtime resource-instance id.",src_2026-09-05_raw-githubusercontent-com_access-ts-createaccesscontrol-role-authorize-source-better-a,const allowedActions = statements[requestedResource];,"access.ts, role().authorize()",B-01,stable,,,
B-01-C018,"requireResourceOwnership fetches the resource with adapter.findOne matching only the row's own id field to a single idParam value - it cannot look up a row by a compound key like (projectId, personId), which a project/person permission join table would need.",src_2026-09-05_raw-githubusercontent-com_authorization-ts-requireresourceownership-requireorgrole-sou,"const resource = await ctx.context.adapter.findOne({
			model: config.model,
			where: [{ field: ""id"", value: resourceId }],
		});","authorization.ts, requireResourceOwnership body",B-01,stable,,,
B-02-C001,tablesFilter accepts glob string(s) to exclude/include named tables from drizzle-kit's management,src_2026-09-05_orm-drizzle-team_drizzle-kit-configuration-file-tablesfilter-schemafilter-bre,"tablesFilter option lets you specify glob based table names filter, e.g. [""users"", ""user_info""] or ""user*""","drizzle-config-file.mdx, tablesFilter section",B-02,stable,,,
B-02-C002,"The --> statement-breakpoint marker is inserted by drizzle-kit because SQLite (and MySQL) cannot run multiple DDL statements in one transaction the way Postgres can, and the breakpoints config flag (default true) controls this",src_2026-09-05_orm-drizzle-team_drizzle-kit-configuration-file-tablesfilter-schemafilter-bre,"Drizzle Kit will automatically embed --> statement-breakpoint into generated SQL migration files, that's necessary for databases that do not support multiple DDL alternation statements in one transaction(MySQL and SQLite).","drizzle-config-file.mdx, breakpoints section",B-02,stable,,,
B-02-C003,The fix for drizzle-kit prompting to delete SQLite internal tables only excludes objects whose name begins with the reserved sqlite_ prefix; FTS5 shadow tables use a different naming pattern (_data/_idx/_content/_docsize/_config suffixes) and are not covered by that fix,src_2026-09-05_github-com_drizzle-issue-3979-drizzle-kit-push-prompts-to-delete-sqlite,"Their names will begin with ""sqlite_"" and it's not possible for user code to create schema objects with this prefix.","issue 3979, original bug report, Desired result paragraph",B-02,slow,,,
B-02-C004,Drizzle Studio throws an unexpected SQL error when opening the _config shadow table of an FTS5 virtual table,src_2026-09-04_github-com_bug-unexpected-error-when-open-fts-config-table-3235,SQL_INPUT_ERROR: SQL input error: no such column: rowid (at offset 17),"issue 3235, original bug report",B-02,volatile,,,
B-02-C005,"tablesFilter and schemaFilter in drizzle.config.ts apply only to push and pull, not to generate",src_2026-09-05_orm-drizzle-team_drizzle-kit-configuration-file-tablesfilter-schemafilter-bre,drizzle-kit push and drizzle-kit pull will by default manage all tables in public schema.,"drizzle-config-file.mdx, tablesFilter section (table lists commands: push pull only)",B-02,stable,,,
B-02-C006,drizzle-kit push detects tables that exist in the database but not in the schema and interactively prompts to DROP them as a data-loss statement,src_2026-09-05_github-com_drizzle-issue-3979-drizzle-kit-push-prompts-to-delete-sqlite,You're about to delete sqlite_stat1 table with 28 items,"issue 3979, original bug report code block",B-02,stable,,,
B-02-C007,The interactive push prompt explicitly warns that the data-loss action cannot be reverted,src_2026-09-05_github-com_drizzle-issue-3979-drizzle-kit-push-prompts-to-delete-sqlite,THIS ACTION WILL CAUSE DATA LOSS AND CANNOT BE REVERTED,"issue 3979, original bug report code block",B-02,stable,,,
B-02-C008,"drizzle-kit generate --custom produces one empty timestamped .sql file that the developer fills in by hand, intended for DDL not supported by drizzle-kit or for data seeding",src_2026-09-04_orm-drizzle-team_drizzle-orm-custom-migrations,"Drizzle lets you generate empty migration files to write your own custom SQL migrations for DDL alternations currently not supported by Drizzle Kit or data seeding, which you can then run with drizzle-kit migrate command.",kit-custom-migrations.mdx,B-02,stable,,,
B-02-C009,"Drizzle's readMigrationFiles splits each migration .sql file on the literal string --> statement-breakpoint, not on semicolons, so a CREATE TRIGGER ... BEGIN ... END; block with internal semicolons is never broken apart by the splitter",src_2026-09-05_raw-githubusercontent-com_drizzle-orm-migrator-ts-source-readmigrationfiles-statement,const result = query.split('--> statement-breakpoint').map((it) => {,"drizzle-orm/src/migrator.ts, readMigrationFiles",B-02,stable,,,
B-02-C010,"The sql tagged template moves interpolated dynamic values into a separate parameter array rather than inlining them into the SQL text, which the documentation states prevents SQL injection",src_2026-09-05_orm-drizzle-team_drizzle-orm-magical-sql-operator-doc-page,This approach effectively prevents any potential SQL Injection vulnerabilities.,"sql.mdx, sql template section",B-02,stable,,,
B-02-C011,"sql.raw() explicitly inserts raw SQL text with no parameterization or escaping, unlike the sql template",src_2026-09-05_orm-drizzle-team_drizzle-orm-magical-sql-operator-doc-page,The sql.raw() function allows you to include raw SQL statements within your queries without any additional processing or escaping.,"sql.mdx, sql.raw() section",B-02,stable,,,
B-02-C012,sql<T> is documented as a compile-time-only type hint with no runtime value mapping or validation,src_2026-09-05_orm-drizzle-team_drizzle-orm-magical-sql-operator-doc-page,Please note that sql<T> does not perform any runtime mapping.,"sql.mdx, sql<T> section",B-02,stable,,,
B-02-C013,"The SQLite sync dialect's migrate() runs every statement in a migration file one at a time via session.run(sql.raw(stmt)), inside the migration loop",src_2026-09-05_raw-githubusercontent-com_drizzle-orm-sqlite-core-dialect-ts-source-sqlitesyncdialect,"for (const stmt of migration.sql) {
					session.run(sql.raw(stmt));
				}","drizzle-orm/src/sqlite-core/dialect.ts, SQLiteSyncDialect.migrate",B-02,stable,,,
B-02-C014,drizzle-orm/bun-sqlite documents providing an existing bun:sqlite Database instance via drizzle({client: sqlite}),src_2026-09-05_orm-drizzle-team_drizzle-bun-sqlite-driver-doc-page,If you need to provide your existing driver:,"connect-bun-sqlite.mdx, Step 2",B-02,stable,,,
